,תאריך,שער,פתיחה,גבוה,נמוך,נפח,שינוי %
2672,03.02.2011,1208.22,1207.95,1208.89,1203.68,-,-0.29%
2673,02.02.2011,1211.76,1215.14,1219.98,1210.83,-,0.86%
2674,01.02.2011,1201.38,1204.76,1205.85,1194.95,-,-0.20%
2675,31.01.2011,1203.75,1197.41,1204.82,1190.02,-,0.91%
2676,30.01.2011,1192.95,1214.98,1214.98,1192.95,-,-3.86%
2677,27.01.2011,1240.79,1248.05,1248.71,1240.25,-,0.29%
2678,26.01.2011,1237.26,1235.3,1238.56,1232.95,-,0.44%
2679,25.01.2011,1231.8,1239.53,1240.14,1229.15,-,-0.27%
2680,24.01.2011,1235.08,1244.85,1246.05,1232.36,-,-0.49%
2681,23.01.2011,1241.18,1243.52,1244.99,1239.21,-,-0.26%
2682,20.01.2011,1244.46,1241.45,1244.49,1239.69,-,-0.25%
2683,19.01.2011,1247.52,1246.38,1250.32,1244.56,-,0.07%
2684,18.01.2011,1246.68,1246.68,1254.4,1245.21,-,0.19%
2685,17.01.2011,1244.32,1244.58,1248.05,1242.12,-,-0.29%
2686,16.01.2011,1247.92,1247.77,1250.36,1242.4,-,0.25%
2687,13.01.2011,1244.84,1248.2,1249.17,1241.67,-,0.04%
2688,12.01.2011,1244.33,1242.54,1248.38,1241.69,-,0.26%
2689,11.01.2011,1241.05,1232.34,1241.88,1232.33,-,1.21%
2690,10.01.2011,1226.27,1235.87,1236.49,1226.08,-,-0.95%
2691,09.01.2011,1238.0,1242.85,1243.32,1236.26,-,-0.07%
2692,06.01.2011,1238.87,1238.89,1242.3,1237.87,-,0.31%
2693,05.01.2011,1235.01,1234.5,1235.88,1225.33,-,-0.04%
2694,04.01.2011,1235.55,1236.63,1239.61,1233.31,-,0.01%
2695,03.01.2011,1235.44,1231.02,1239.2,1231.02,-,0.72%
2696,02.01.2011,1226.58,1224.41,1233.04,1222.76,-,0.21%
